Code_Without_Decimal,Title,OPCS_Version
X05,Implantation of prosthesis for limb,4.1
X051,Implantation of bioelectrical prosthesis for limb,4.1
X052,Implantation of kineplastic prosthesis for limb,4.1
X053,Attention to prosthesis for limb,4.1
X058,Other specified implantation of prosthesis for limb,4.1
X059,Unspecified implantation of prosthesis for limb,4.1
X07,Amputation of arm,4.1
X071,Forequarter amputation,4.1
X072,Disarticulation of shoulder,4.1
X073,Amputation of arm above elbow,4.1
X074,Amputation of arm through elbow,4.1
X075,Amputation of arm through forearm,4.1
X078,Other specified amputation of arm,4.1
X079,Unspecified amputation of arm,4.1
X08,Amputation of hand,4.1
X081,Amputation of hand at wrist,4.1
X082,Amputation of thumb,4.1
X083,Amputation of phalanx of finger,4.1
X084,Amputation of finger NEC,4.1
X088,Other specified amputation of hand,4.1
X089,Unspecified amputation of hand,4.1
X09,Amputation of leg,4.1
X091,Hindquarter amputation,4.1
X092,Disarticulation of hip,4.1
X093,Amputation of leg above knee,4.1
X094,Amputation of leg through knee,4.1
X095,Amputation of leg below knee,4.1
X098,Other specified amputation of leg,4.1
X099,Unspecified amputation of leg,4.1
X10,Amputation of foot,4.1
X101,Amputation of foot through ankle,4.1
X102,Disarticulation of tarsal bones,4.1
X103,Disarticulation of metatarsal bones,4.1
X104,Amputation through metatarsal bones,4.1
X108,Other specified amputation of foot,4.1
X109,Unspecified amputation of foot,4.1
X11,Amputation of toe,4.1
X111,Amputation of great toe,4.1
X112,Amputation of phalanx of toe,4.1
X118,Other specified amputation of toe,4.1
X119,Unspecified amputation of toe,4.1
X12,Operations on amputation stump,4.1
X121,Reamputation at higher level,4.1
X122,Excision of lesion of amputation stump,4.1
X123,Shortening of length of amputation stump,4.1
X124,Revision of coverage of amputation stump,4.1
X125,Drainage of amputation stump,4.1
X128,Other specified operations on amputation stump,4.1
X129,Unspecified operations on amputation stump,4.1
X14,Clearance of pelvis,4.1
X141,Total exenteration of pelvis,4.1
X142,Anterior exenteration of pelvis,4.1
X143,Posterior exenteration of pelvis,4.1
X144,Pelvic side wall clearance,4.1
X148,Other specified clearance of pelvis,4.1
X149,Unspecified clearance of pelvis,4.1
X15,Operations for sexual transformation,4.1
X151,Combined operations for transformation from male to female,4.1
X152,Combined operations for transformation from female to male,4.1
X153,Code retired - refer to introduction,4.1
X154,Construction of scrotum,4.1
X158,Other specified operations for sexual transformation,4.1
X159,Unspecified operations for sexual transformation,4.1
X16,Operations for disorders of sex development,4.1
X161,Excision of Mullerian duct remnant,4.1
X162,Excision of lesion of Mullerian duct remnant,4.1
X163,Excision of gonad from abdomen,4.1
X164,Excision of gonad from pelvis,4.1
X165,Excision of gonad from inguinal canal,4.1
X166,Excision of gonad NEC,4.1
X168,Other specified operations for disorders of sex development,4.1
X169,Unspecified operations for disorders of sex development,4.1
X17,Separation of conjoined twins,4.1
X171,Combined operations to separate conjoined twins,4.1
X178,Other specified separation of conjoined twins,4.1
X179,Unspecified separation of conjoined twins,4.1
X19,Correction of congenital deformity of shoulder or upper arm,4.1
X191,Reduction of Sprengel deformity,4.1
X192,Correction of obstetric palsy,4.1
X198,Other specified correction of congenital deformity of shoulder or upper arm,4.1
X199,Unspecified correction of congenital deformity of shoulder or upper arm,4.1
X20,Correction of congenital deformity of forearm,4.1
X201,Excision of anlage of radius,4.1
X202,Excision of anlage of ulna,4.1
X203,Centralisation of carpus for correction of congenital deformity of forearm,4.1
X204,Revision of release of radius for correction of congenital deformity of forearm,4.1
X205,Revision of release of ulna for correction of congenital deformity of forearm,4.1
X208,Other specified correction of congenital deformity of forearm,4.1
X209,Unspecified correction of congenital deformity of forearm,4.1
X21,Correction of congenital deformity of hand,4.1
X211,Reduction of gigantism of hand,4.1
X212,Correction of mirror hand,4.1
X213,Correction of syndactyly of fingers using skin graft,4.1
X214,Correction of syndactyly of fingers using skin expander,4.1
X215,Amputation of duplicate thumb,4.1
X216,Amputation of supernumerary finger NEC,4.1
X217,Reconstruction of radial club hand,4.1
X218,Other specified correction of congenital deformity of hand,4.1
X219,Unspecified correction of congenital deformity of hand,4.1
X22,Correction of congenital deformity of hip,4.1
X221,Open reduction of congenital deformity of hip,4.1
X222,Primary osteotomy of pelvis for correction of congenital deformity of hip,4.1
X223,Secondary arthroplasty of hip for correction of congenital deformity of hip,4.1
X224,Intra-articular soft tissue procedures for correction of congenital deformity of hip,4.1
X225,Extra-articular procedures for correction of congenital deformity of hip,4.1
X226,Closed reduction of congenital deformity of hip,4.1
X228,Other specified correction of congenital deformity of hip,4.1
X229,Unspecified correction of congenital deformity of hip,4.1
X23,Correction of congenital deformity of leg,4.1
X231,Operative reduction of congenital dislocation of knee,4.1
X232,Correction of pseudoarthrosis of tibia,4.1
X233,Excision of anlage of fibula,4.1
X234,Excision of anlage of tibia,4.1
X235,Centralisation of tarsus for correction of congenital deformity of leg,4.1
X236,Reversal of rotation plasty of ankle for correction of congenital deformity of leg,4.1
X238,Other specified correction of congenital deformity of leg,4.1
X239,Unspecified correction of congenital deformity of leg,4.1
X24,Primary correction of congenital deformity of foot,4.1
X241,Release of pantalar joints for correction of congenital deformity of foot,4.1
X242,Posterior release of joints of foot for correction of congenital deformity of foot,4.1
X243,Medial release of joints of foot for correction of congenital deformity of foot,4.1
X244,Anterior release of joints of foot for correction of congenital deformity of foot,4.1
X248,Other specified primary correction of congenital deformity of foot,4.1
X249,Unspecified primary correction of congenital deformity of foot,4.1
X25,Other correction of congenital deformity of foot,4.1
X251,Osteotomy of body of os calcis,4.1
X252,Wedge tarsectomy for correction of congenital deformity of foot,4.1
X253,Reduction of gigantism of foot,4.1
X254,Separation of tarsal coalition,4.1
X258,Other specified other correction of congenital deformity of foot,4.1
X259,Unspecified other correction of congenital deformity of foot,4.1
X27,Correction of minor congenital deformity of foot,4.1
X271,Release of Streeter band,4.1
X272,Release of syndactyly of toes,4.1
X273,Amputation of supernumerary toe,4.1
X274,Correction of curly fifth toe,4.1
X275,Correction of congenital crossed toes,4.1
X278,Other specified correction of minor congenital deformity of foot,4.1
X279,Unspecified correction of minor congenital deformity of foot,4.1
X28,Intermittent infusion of therapeutic substance,4.1
X281,Intermittent intravenous infusion of therapeutic substance,4.1
X282,Intermittent subcutaneous infusion of therapeutic substance,4.1
X288,Other specified intermittent infusion of therapeutic substance,4.1
X289,Unspecified intermittent infusion of therapeutic substance,4.1
X29,Continuous Infusion of therapeutic substance,4.1
X291,Continuous subcutaneous infusion of insulin,4.1
X292,Continuous intravenous infusion of therapeutic substance NEC,4.1
X293,Continuous subcutaneous infusion of therapeutic substance NEC,4.1
X298,Other specified continuous Infusion of therapeutic substance,4.1
X299,Unspecified continuous Infusion of therapeutic substance,4.1
X30,Injection of therapeutic substance,4.1
X301,Injection of Rh immune globulin,4.1
X302,Injection of gamma globulin,4.1
X303,Injection of immune serum NEC,4.1
X304,Injection of thrombin NEC,4.1
X305,Injection of sclerosing substance NEC,4.1
X306,Injection of anaesthetic agent NEC,4.1
X308,Other specified injection of therapeutic substance,4.1
X309,Unspecified injection of therapeutic substance,4.1
X31,Injection of radiocontrast material,4.1
X311,Intravenous cholecystography,4.1
X312,Intravenous pyelography,4.1
X313,Intravenous injection of radiocontrast material NEC,4.1
X318,Other specified injection of radiocontrast material,4.1
X319,Unspecified injection of radiocontrast material,4.1
X32,Exchange blood transfusion,4.1
X321,Neonatal exchange blood transfusion,4.1
X322,Exchange of plasma (single),4.1
X323,Exchange of plasma (2-9),4.1
X324,Exchange of plasma (10-19),4.1
X325,Exchange of plasma (>19),4.1
X326,Red cell exchange,4.1
X327,Leucopheresis,4.1
X328,Other specified exchange blood transfusion,4.1
X329,Unspecified exchange blood transfusion,4.1
X33,Other blood transfusion,4.1
X331,Intra-arterial blood transfusion,4.1
X332,Intravenous blood transfusion of packed cells,4.1
X333,Intravenous blood transfusion of platelets,4.1
X334,Autologous peripheral blood stem cell transplant,4.1
X335,Syngeneic peripheral blood stem cell transplant,4.1
X336,Allogeneic peripheral blood stem cell transplant,4.1
X337,Autologous transfusion of red blood cells,4.1
X338,Other specified other blood transfusion,4.1
X339,Unspecified other blood transfusion,4.1
X34,Other intravenous transfusion,4.1
X341,Transfusion of coagulation factor,4.1
X342,Transfusion of plasma NEC,4.1
X343,Transfusion of serum NEC,4.1
X344,Transfusion of blood expander,4.1
X348,Other specified other intravenous transfusion,4.1
X349,Unspecified other intravenous transfusion,4.1
X35,Other intravenous injection,4.1
X351,Intravenous induction of labour,4.1
X352,Intravenous chemotherapy,4.1
X353,Intravenous immunotherapy,4.1
X354,Intravenous injection of non radioactive diagnostic substance,4.1
X355,Intravenous injection of antimicrobial therapy,4.1
X358,Other specified other intravenous injection,4.1
X359,Unspecified other intravenous injection,4.1
X36,Blood withdrawal,4.1
X361,Blood donation,4.1
X362,Venesection,4.1
X363,Venous sampling,4.1
X364,Autologous blood salvage,4.1
X368,Other specified blood withdrawal,4.1
X369,Unspecified blood withdrawal,4.1
X37,Intramuscular injection,4.1
X371,Intramuscular calcitonin therapy,4.1
X372,Intramuscular gold therapy,4.1
X373,Intramuscular chemotherapy,4.1
X374,Intramuscular immunotherapy,4.1
X375,Intramuscular injection for local action,4.1
X376,Intramuscular hormone therapy,4.1
X378,Other specified intramuscular injection,4.1
X379,Unspecified intramuscular injection,4.1
X38,Subcutaneous injection,4.1
X381,Injection of triamcinolone for local action,4.1
X382,Injection of steroid for local action NEC,4.1
X383,Injection of hormone for local action NEC,4.1
X384,Subcutaneous chemotherapy,4.1
X385,Subcutaneous immunotherapy,4.1
X386,Subcutaneous injection for local action NEC,4.1
X387,Subcutaneous injection of haematological growth factor,4.1
X388,Other specified subcutaneous injection,4.1
X389,Unspecified subcutaneous injection,4.1
X39,Other route of administration of therapeutic substance,4.1
X391,Oral administration of therapeutic substance,4.1
X392,Sublingual administration of therapeutic substance,4.1
X393,Intranasal administration of therapeutic substance,4.1
X394,Inhalation administration of therapeutic substance,4.1
X395,Transdermal administration of therapeutic substance,4.1
X396,Intraocular administration of therapeutic substance,4.1
X398,Other specified other route of administration of therapeutic substance,4.1
X399,Unspecified other route of administration of therapeutic substance,4.1
X40,Compensation for renal failure,4.1
X401,Renal dialysis,4.1
X402,Peritoneal dialysis NEC,4.1
X403,Haemodialysis NEC,4.1
X404,Haemofiltration,4.1
X405,Automated peritoneal dialysis,4.1
X406,Continuous ambulatory peritoneal dialysis,4.1
X407,Haemoperfusion,4.1
X408,Other specified compensation for renal failure,4.1
X409,Unspecified compensation for renal failure,4.1
X41,Placement of ambulatory apparatus for compensation for renal failure,4.1
X411,Insertion of ambulatory peritoneal dialysis catheter,4.1
X412,Removal of ambulatory peritoneal dialysis catheter,4.1
X418,Other specified placement of ambulatory apparatus for compensation for renal failure,4.1
X419,Unspecified placement of ambulatory apparatus for compensation for renal failure,4.1
X42,Placement of other apparatus for compensation for renal failure,4.1
X421,Insertion of temporary peritoneal dialysis catheter,4.1
X428,Other specified placement of other apparatus for compensation for renal failure,4.1
X429,Unspecified placement of other apparatus for compensation for renal failure,4.1
X43,Compensation for liver failure,4.1
X431,Extracorporeal albumin haemodialysis,4.1
X438,Other specified compensation for liver failure,4.1
X439,Unspecified compensation for liver failure,4.1
X44,Administration of vaccine,4.1
X441,Intravenous injection of vaccine,4.1
X442,Intramuscular injection of vaccine,4.1
X443,Subcutaneous injection of vaccine,4.1
X444,Oral administration of vaccine,4.1
X448,Other specified administration of vaccine,4.1
X449,Unspecified administration of vaccine,4.1
X45,Donation of organ,4.1
X451,Donation of kidney,4.1
X452,Donation of heart,4.1
X453,Donation of lobe of lung,4.1
X458,Other specified donation of organ,4.1
X459,Unspecified donation of organ,4.1
X46,Donation of other tissue,4.1
X461,Donation of bone marrow,4.1
X462,Donation of skin,4.1
X468,Other specified donation of other tissue,4.1
X469,Unspecified donation of other tissue,4.1
X47,Other exchange blood transfusion,4.1
X471,Low-density lipoprotein apheresis,4.1
X478,Other specified other exchange blood transfusion,4.1
X479,Unspecified other exchange blood transfusion,4.1
X48,Immobilisation using plaster cast,4.1
X481,Application of plaster cast,4.1
X482,Change of plaster cast,4.1
X483,Removal of plaster cast,4.1
X488,Other specified immobilisation using plaster cast,4.1
X489,Unspecified immobilisation using plaster cast,4.1
X49,Other external support of limb,4.1
X491,Application of splint NEC,4.1
X492,Change of splint NEC,4.1
X493,Removal of splint NEC,4.1
X494,Skin traction,4.1
X495,Application of sling NEC,4.1
X496,Application of elastic support bandage NEC,4.1
X497,Application of gauze support bandage NEC,4.1
X498,Other specified other external support of limb,4.1
X499,Unspecified other external support of limb,4.1
X50,External resuscitation,4.1
X501,Direct current cardioversion,4.1
X502,External cardioversion NEC,4.1
X503,Advanced cardiac pulmonary resuscitation,4.1
X504,External ventricular defibrillation,4.1
X505,Evaluation of cardioverter defibrillator,4.1
X508,Other specified external resuscitation,4.1
X509,Unspecified external resuscitation,4.1
X51,Change of body temperature,4.1
X511,Hypothermia therapy,4.1
X512,Active cooling,4.1
X518,Other specified change of body temperature,4.1
X519,Unspecified change of body temperature,4.1
X52,Oxygen therapy,4.1
X521,Hyperbaric therapy,4.1
X522,High flow nasal oxygen therapy,4.1
X528,Other specified oxygen therapy,4.1
X529,Unspecified oxygen therapy,4.1
X53,Extirpation of unspecified organ,4.1
X531,Excision of unspecified organ,4.1
X532,Excision of lesion of unspecified organ,4.1
X533,Destruction of lesion of unspecified organ,4.1
X538,Other specified extirpation of unspecified organ,4.1
X539,Unspecified extirpation of unspecified organ,4.1
X55,Other operations on unspecified organ,4.1
X551,Biopsy of lesion of unspecified organ,4.1
X552,Incision of unspecified organ,4.1
X553,Fenestration of unspecified organ,4.1
X558,Other specified other operations on unspecified organ,4.1
X559,Unspecified other operations on unspecified organ,4.1
X56,Intubation of trachea,4.1
X561,Nasotracheal intubation,4.1
X562,Endotracheal intubation,4.1
X563,Tracheal intubation using laryngeal mask airway,4.1
X568,Other specified intubation of trachea,4.1
X569,Unspecified intubation of trachea,4.1
X58,Artificial support for body system,4.1
X581,Extracorporeal membrane oxygenation,4.1
X588,Other specified artificial support for body system,4.1
X589,Unspecified artificial support for body system,4.1
X59,Anaesthetic without surgery,4.1
X591,Preoperative anaesthetic death,4.1
X598,Other specified anaesthetic without surgery,4.1
X599,Unspecified anaesthetic without surgery,4.1
X60,Rehabilitation assessment,4.1
X601,Rehabilitation assessment by multidisciplinary non-specialised team,4.1
X602,Rehabilitation assessment by multidisciplinary specialised team,4.1
X603,Rehabilitation assessment by unidisciplinary non-specialised team,4.1
X604,Rehabilitation assessment by unidisciplinary specialised team,4.1
X608,Other specified rehabilitation assessment,4.1
X609,Unspecified rehabilitation assessment,4.1
X61,Complementary therapy,4.1
X611,Functional therapy session,4.1
X612,Relaxation therapy session,4.1
X613,Body massage,4.1
X614,Movement therapy NEC,4.1
X618,Other specified complementary therapy,4.1
X619,Unspecified complementary therapy,4.1
X62,Assessment,4.1
X621,Assessment by uniprofessional team NEC,4.1
X622,Assessment by multiprofessional team NEC,4.1
X623,Assessment by multidisciplinary team NEC,4.1
X628,Other specified assessment,4.1
X629,Unspecified assessment,4.1
X63,Category retired - refer to introduction,4.1
X64,Category retired - refer to introduction,4.1
X65,Radiotherapy delivery,4.1
X651,Delivery of a fraction of total body irradiation,4.1
X652,Delivery of a fraction of intracavitary radiotherapy,4.1
X653,Delivery of a fraction of interstitial radiotherapy,4.1
X654,Delivery of a fraction of external beam radiotherapy NEC,4.1
X655,Oral delivery of radiotherapy for thyroid ablation,4.1
X656,Delivery of a fraction of intraluminal brachytherapy,4.1
X657,Delivery of radionuclide therapy NEC,4.1
X658,Other specified radiotherapy delivery,4.1
X659,Unspecified radiotherapy delivery,4.1
X66,Cognitive behavioural therapy,4.1
X661,Cognitive behavioural therapy by unidisciplinary team,4.1
X662,Cognitive behavioural therapy by multidisciplinary team,4.1
X668,Other specified cognitive behavioural therapy,4.1
X669,Unspecified cognitive behavioural therapy,4.1
X67,Preparation for external beam radiotherapy,4.1
X671,Preparation for intensity modulated radiation therapy,4.1
X672,Preparation for total body irradiation,4.1
X673,Preparation for hemi body irradiation,4.1
X674,Preparation for simple radiotherapy with imaging and dosimetry,4.1
X675,Preparation for simple radiotherapy with imaging and simple calculation,4.1
X676,Preparation for superficial radiotherapy with simple calculation,4.1
X677,Preparation for complex conformal radiotherapy,4.1
X678,Other specified preparation for external beam radiotherapy,4.1
X679,Unspecified preparation for external beam radiotherapy,4.1
X68,Preparation for brachytherapy,4.1
X681,Preparation for intraluminal brachytherapy,4.1
X682,Preparation for intracavitary brachytherapy,4.1
X683,Preparation for interstitial brachytherapy,4.1
X688,Other specified preparation for brachytherapy,4.1
X689,Unspecified preparation for brachytherapy,4.1
X69,Other radiotherapy,4.1
X691,Delivery of a fraction of hemi-body radiation,4.1
X692,Delivery of a fraction of total skin radiotherapy,4.1
X698,Other specified other radiotherapy,4.1
X699,Unspecified other radiotherapy,4.1
X70,Procurement of drugs for chemotherapy for neoplasm in Bands 1-5,4.1
X701,Procurement of drugs for chemotherapy for neoplasm for regimens in Band 1,4.1
X702,Procurement of drugs for chemotherapy for neoplasm for regimens in Band 2,4.1
X703,Procurement of drugs for chemotherapy for neoplasm for regimens in Band 3,4.1
X704,Procurement of drugs for chemotherapy for neoplasm for regimens in Band 4,4.1
X705,Procurement of drugs for chemotherapy for neoplasm for regimens in Band 5,4.1
X708,Other specified procurement of drugs for chemotherapy for neoplasm in Bands 1-5,4.1
X709,Unspecified procurement of drugs for chemotherapy for neoplasm in Bands 1-5,4.1
X71,Procurement of drugs for chemotherapy for neoplasm in Bands 6-10,4.1
X711,Procurement of drugs for chemotherapy for neoplasm for regimens in Band 6,4.1
X712,Procurement of drugs for chemotherapy for neoplasm for regimens in Band 7,4.1
X713,Procurement of drugs for chemotherapy for neoplasm for regimens in Band 8,4.1
X714,Procurement of drugs for chemotherapy for neoplasm for regimens in Band 9,4.1
X715,Procurement of drugs for chemotherapy for neoplasm for regimens in Band 10,4.1
X718,Other specified procurement of drugs for chemotherapy for neoplasm in Bands 6-10,4.1
X719,Unspecified procurement of drugs for chemotherapy for neoplasm in Bands 6-10,4.1
X72,Delivery of chemotherapy for neoplasm,4.1
X721,Delivery of complex chemotherapy for neoplasm including prolonged infusional treatment at first attendance,4.1
X722,Delivery of complex parenteral chemotherapy for neoplasm at first attendance,4.1
X723,Delivery of simple parenteral chemotherapy for neoplasm at first attendance,4.1
X724,Delivery of subsequent element of cycle of chemotherapy for neoplasm,4.1
X728,Other specified delivery of chemotherapy for neoplasm,4.1
X729,Unspecified delivery of chemotherapy for neoplasm,4.1
X73,Delivery of oral chemotherapy for neoplasm,4.1
X731,Delivery of exclusively oral chemotherapy for neoplasm,4.1
X738,Other specified delivery of oral chemotherapy for neoplasm,4.1
X739,Unspecified delivery of oral chemotherapy for neoplasm,4.1
X74,Other chemotherapy drugs,4.1
X741,Cancer hormonal treatment drugs Band 1,4.1
X742,Cancer supportive drugs Band 1,4.1
X748,Other specified other chemotherapy drugs,4.1
X749,Unspecified other chemotherapy drugs,4.1
X81,High cost gastrointestinal drugs,4.1
X818,Other specified high cost gastrointestinal drugs,4.1
X819,Unspecified high cost gastrointestinal drugs,4.1
X82,High cost hypertension drugs,4.1
X821,Pulmonary arterial hypertension drugs Band 1,4.1
X822,Pulmonary arterial hypertension drugs Band 2,4.1
X823,Pulmonary arterial hypertension drugs Band 3,4.1
X824,Pulmonary arterial hypertension drugs Band 4,4.1
X828,Other specified high cost hypertension drugs,4.1
X829,Unspecified high cost hypertension drugs,4.1
X83,High cost other cardiovascular drugs,4.1
X831,Blood products Band 1,4.1
X832,Blood products Band 2,4.1
X833,Fibrinolytic drugs Band 1,4.1
X838,Other specified high cost other cardiovascular drugs,4.1
X839,Unspecified high cost other cardiovascular drugs,4.1
X84,High cost respiratory drugs,4.1
X841,Medical gases Band 1,4.1
X842,Pulmonary surfactant drugs Band 1,4.1
X843,Mucolytic drugs Band 1,4.1
X848,Other specified high cost respiratory drugs,4.1
X849,Unspecified high cost respiratory drugs,4.1
X85,High cost neurology drugs,4.1
X851,Torsion dystonias and other involuntary movements drugs Band 1,4.1
X852,Amyotrophic lateral sclerosis drugs Band 1,4.1
X853,Hypnotic drugs Band 1,4.1
X854,Analgesic drugs Band 1,4.1
X855,Neurodegenerative condition drugs Band 1,4.1
X856,Neuromuscular disorder drugs Band 1,4.1
X858,Other specified high cost neurology drugs,4.1
X859,Unspecified high cost neurology drugs,4.1
X86,High cost anti-infective drugs,4.1
X861,Antifungal drugs Band 1,4.1
X862,Antifungal drugs Band 2,4.1
X863,Hepatitis B treatment drugs Band 1,4.1
X864,Respiratory syncytial virus treatment and Hepatitis C treatment drugs Band 1,4.1
X865,Respiratory syncytial virus prevention drugs Band 1,4.1
X866,Antiretroviral drugs Band 1,4.1
X867,Cytomegalovirus drugs Band 1,4.1
X868,Other specified high cost anti-infective drugs,4.1
X869,Unspecified high cost anti-infective drugs,4.1
X87,High cost endocrinology drugs,4.1
X871,Growth hormone receptor antagonist drugs Band 1,4.1
X872,Growth hormone analogue drugs Band 1,4.1
X873,Bone metabolism drugs Band 1,4.1
X874,Vasopressin antagonist drugs Band 1,4.1
X878,Other specified high cost endocrinology drugs,4.1
X879,Unspecified high cost endocrinology drugs,4.1
X88,High cost reproductive and urinary tract drugs,4.1
X888,Other specified high cost reproductive and urinary tract drugs,4.1
X889,Unspecified high cost reproductive and urinary tract drugs,4.1
X89,High cost immunosuppressant drugs,4.1
X891,Monoclonal antibodies Band 1,4.1
X892,Monoclonal antibodies Band 2,4.1
X893,Immunomodulating drugs Band 1,4.1
X894,Somatostatin analogues Band 1,4.1
X895,Allergic emergency drugs Band 1,4.1
X898,Other specified high cost immunosuppressant drugs,4.1
X899,Unspecified high cost immunosuppressant drugs,4.1
X90,High cost haematology and nutrition drugs,4.1
X901,Hypoplastic haemolytic and renal anaemia drugs Band 1,4.1
X902,Hypoplastic haemolytic and renal anaemia drugs Band 2,4.1
X903,Neutropenia drugs Band 1,4.1
X904,Intravenous nutrition Band 1,4.1
X905,Platelet disorder drugs Band 1,4.1
X906,Protein tyrosine kinase inhibitors Band 1,4.1
X907,Myelodysplastic syndrome drugs Band 1,4.1
X908,Other specified high cost haematology and nutrition drugs,4.1
X909,Unspecified high cost haematology and nutrition drugs,4.1
X91,High cost metabolic drugs,4.1
X911,Metabolic disorder drugs Band 1,4.1
X912,Metabolic disorder drugs Band 2,4.1
X913,Metabolic disorder drugs Band 3,4.1
X914,Metabolic disorder drugs Band 4,4.1
X918,Other specified high cost metabolic drugs,4.1
X919,Unspecified high cost metabolic drugs,4.1
X92,High cost musculoskeletal drugs,4.1
X921,Cytokine inhibitor drugs Band 1,4.1
X922,Hyperuricaemia drugs Band 1,4.1
X923,Bone morphogenetic proteins Band 1,4.1
X924,Soft tissue disorder drugs Band 1,4.1
X928,Other specified high cost musculoskeletal drugs,4.1
X929,Unspecified high cost musculoskeletal drugs,4.1
X93,High cost ophthalmology drugs,4.1
X931,Subfoveal choroidal neovascularisation drugs Band 1,4.1
X932,Macular oedema drugs Band 1,4.1
X933,Retinal disorder drugs Band 1,4.1
X938,Other specified high cost ophthalmology drugs,4.1
X939,Unspecified high cost ophthalmology drugs,4.1
X94,"High cost ear, nose and throat drugs",4.1
X948,"Other specified high cost ear, nose and throat drugs",4.1
X949,"Unspecified high cost ear, nose and throat drugs",4.1
X95,High cost dermatology drugs,4.1
X951,Immune response drugs Band 1,4.1
X952,Skin condition drugs Band 1,4.1
X958,Other specified high cost dermatology drugs,4.1
X959,Unspecified high cost dermatology drugs,4.1
X96,High cost immunology drugs,4.1
X961,Immunoglobulins Band 1,4.1
X962,Allergen immunotherapy drugs Band 1,4.1
X963,Poison management drugs Band 1,4.1
X968,Other specified high cost immunology drugs,4.1
X969,Unspecified high cost immunology drugs,4.1
X97,High cost anaesthesia drugs,4.1
X978,Other specified high cost anaesthesia drugs,4.1
X979,Unspecified high cost anaesthesia drugs,4.1
X98,Other high cost drugs,4.1
X981,Antibacterial drugs Band 1,4.1
X988,Other specified other high cost drugs,4.1
X989,Unspecified other high cost drugs,4.1
Y01,Replacement of organ NOC,4.1
Y011,Autoreplacement of organ NOC,4.1
Y012,Alloreplacement of organ NOC,4.1
Y013,Xenoreplacement of organ NOC,4.1
Y014,Alloreplacement of organ from cadaver heart beating NOC,4.1
Y015,Alloreplacement of organ from cadaver heart non-beating NOC,4.1
Y016,Alloreplacement of organ from cadaver NOC,4.1
Y018,Other specified replacement of organ NOC,4.1
Y019,Unspecified replacement of organ NOC,4.1
Y02,Placement of prosthesis in organ NOC,4.1
Y021,Implantation of prosthesis into organ NOC,4.1
Y022,Insertion of prosthesis into organ NOC,4.1
Y028,Other specified placement of prosthesis in organ NOC,4.1
Y029,Unspecified placement of prosthesis in organ NOC,4.1
Y03,Attention to prosthesis in organ NOC,4.1
Y031,Maintenance of prosthesis in organ NOC,4.1
Y032,Renewal of prosthesis in organ NOC,4.1
Y033,Correction of displacement of prosthesis NOC,4.1
Y034,Other resiting of prosthesis in organ NOC,4.1
Y035,Conversion to prosthesis in organ NOC,4.1
Y036,Adjustment to prosthesis in organ NOC,4.1
Y037,Removal of prosthesis from organ NOC,4.1
Y038,Other specified attention to prosthesis in organ NOC,4.1
Y039,Unspecified attention to prosthesis in organ NOC,4.1
Y04,Replantation of organ NOC,4.1
Y041,Microvascular reattachment of organ NOC,4.1
Y048,Other specified replantation of organ NOC,4.1
Y049,Unspecified replantation of organ NOC,4.1
Y05,Excision of organ NOC,4.1
Y051,Total excision of organ NOC,4.1
Y052,Partial excision of organ NOC,4.1
Y053,Excision of sinus track from organ NOC,4.1
Y054,Ex vivo resection of organ NOC,4.1
Y055,Debridement of organ NOC,4.1
Y056,Enucleation of organ NOC,4.1
Y058,Other specified excision of organ NOC,4.1
Y059,Unspecified excision of organ NOC,4.1
Y06,Excision of lesion of organ NOC,4.1
Y061,Marsupialisation of organ NOC,4.1
Y062,Deroofing of cyst of organ NOC,4.1
Y063,Enucleation of lesion of organ NOC,4.1
Y064,Excision of scar tissue NOC,4.1
Y065,Gamma wave excision of lesion of organ NOC,4.1
Y066,Vacuum excision of lesion of organ NOC,4.1
Y067,Radiofrequency excision of lesion of organ NOC,4.1
Y068,Other specified excision of lesion of organ NOC,4.1
Y069,Unspecified excision of lesion of organ NOC,4.1
Y07,Obliteration of cavity of organ NOC,4.1
Y071,Ligation of organ NOC,4.1
Y072,Clipping of organ NOC,4.1
Y073,Obliteration of sinus track from organ NOC,4.1
Y074,Obliteration of diverticulum of organ NOC,4.1
Y075,Occlusion of organ NOC,4.1
Y078,Other specified obliteration of cavity of organ NOC,4.1
Y079,Unspecified obliteration of cavity of organ NOC,4.1
Y08,Laser therapy to organ NOC,4.1
Y081,Laser excision of organ NOC,4.1
Y082,Laser excision of lesion of organ NOC,4.1
Y083,Laser destruction of organ NOC,4.1
Y084,Laser destruction of lesion of organ NOC,4.1
Y085,Laser modification of organ NOC,4.1
Y086,Laser incision of organ NOC,4.1
Y088,Other specified laser therapy to organ NOC,4.1
Y089,Unspecified laser therapy to organ NOC,4.1
Y09,Chemical destruction of organ NOC,4.1
Y091,Injection of sclerosing substance into organ NOC,4.1
Y092,Injection of other destructive substance into organ NOC,4.1
Y098,Other specified chemical destruction of organ NOC,4.1
Y099,Unspecified chemical destruction of organ NOC,4.1
Y10,Destruction of organ NOC,4.1
Y101,Coblation of organ NOC,4.1
Y102,Electrocauterisation of organ NOC,4.1
Y103,Steam ablation of organ NOC,4.1
Y104,Vapourisation of organ NOC,4.1
Y108,Other specified destruction of organ NOC,4.1
Y109,Unspecified destruction of organ NOC,4.1
Y11,Other destruction of organ NOC,4.1
Y111,Cauterisation of organ NOC,4.1
